No,SEX,NO_OF_DEPENDENT,MARITAL_STATUS,YRS_IN_PRESENT_JOB,AGE,EDUCATION,YEARS_OF_EXPERIENCE,TOTAL_MONTHLY_INCOME,LOAN_AMOUNT,COMPANY_TYPE,LABEL
31748,1,2,1,2,36,1,2,12000.0,43010,2,0
32856,1,0,1,2,29,2,2,22000.0,54624,2,0
29780,1,4,2,1,26,1,1,8000.0,53939,2,1
29710,1,0,2,3,40,3,3,29000.0,56967,2,0
28551,1,0,2,7,28,0,7,15000.0,52815,4,1
12915,1,3,1,25,48,0,25,20118.0,53939,0,1
13940,1,0,1,10,40,0,10,15000.0,52815,2,0
8357,1,0,2,9,36,1,9,30034.0,62652,2,1
33796,1,2,1,5,24,3,5,15000.0,52963,1,0
26294,1,0,1,1,50,0,1,20000.0,57782,2,0
28748,1,1,1,5,34,1,5,25000.0,59102,2,0
3000,1,0,1,20,47,0,20,24000.0,55133,0,1
22732,0,0,1,10,36,1,10,25000.0,54624,0,1
26729,1,0,2,2,21,3,2,10000.0,50856,1,0
2624,1,2,1,1,39,1,1,10000.0,50515,4,1
1808,1,0,1,5,50,0,5,32900.0,52468,0,0
15335,1,2,1,3,29,1,3,16000.0,55977,1,0
10927,1,2,1,4,43,1,4,32500.0,51332,2,0
42442,1,0,1,15,36,1,15,95000.0,68875,1,0
6648,1,0,1,27,41,1,27,15000.0,45107,2,0
18356,1,0,2,1,26,3,1,15000.0,57840,2,0
16276,1,2,1,14,38,0,14,20000.0,59102,2,0
9758,1,2,1,6,41,3,13,12000.0,50755,2,0
42579,1,1,1,2,25,1,2,15000.0,52349,2,0
18826,1,0,2,4,19,1,4,9000.0,54486,4,0
18970,1,1,1,10,39,1,10,10000.0,63263,3,0
740,1,0,1,4,34,3,4,15000.0,51449,2,1
8372,1,0,1,2,39,0,7,15000.0,55133,2,0
26642,1,1,1,5,28,1,5,13000.0,49335,2,0
4082,1,1,1,3,31,0,3,8000.0,49205,0,0
9618,1,2,1,6,25,3,12,15000.0,53424,2,0
18191,0,0,1,2,25,0,7,12000.0,55064,1,0
35541,1,0,1,2,28,1,2,12500.0,52963,3,0
32676,1,0,2,5,22,1,10,10000.0,59102,4,1
19364,1,1,1,4,37,1,4,15000.0,55064,4,0
5354,1,0,2,2,27,1,2,13000.0,53939,3,0
37257,1,3,1,15,41,1,15,20000.0,41061,4,0
19062,1,2,1,5,31,1,5,13500.0,51794,3,0
26178,1,1,1,3,35,1,3,10000.0,27175,1,0
12004,1,2,1,1,34,1,4,18000.0,55064,2,0
37899,1,0,2,3,20,3,3,12000.0,43032,2,0
6431,1,1,2,5,26,0,5,10000.0,57843,2,0
109,1,0,1,3,32,0,5,13000.0,54624,2,1
21643,1,1,1,2,37,1,2,16000.0,53939,2,0
15181,1,0,2,6,29,1,6,10000.0,33495,2,0
35663,1,0,1,2,23,3,2,12000.0,43066,2,1
24613,1,2,1,20,45,1,20,18000.0,50572,1,0
21867,1,4,2,1,20,1,1,10000.0,57843,4,0
30912,1,2,1,5,29,3,5,12000.0,50532,2,1
39375,1,0,1,2,32,1,2,16000.0,51332,2,0
16397,1,2,1,10,42,1,10,14000.0,43630,2,0
10873,1,2,1,1,29,0,1,10000.0,48143,2,0
22600,1,0,1,20,48,1,20,14500.0,40506,3,0
33604,1,1,1,30,51,1,30,52000.0,58370,0,0
22724,1,0,1,10,30,1,10,25000.0,54624,2,0
8188,1,2,1,8,35,1,0,250000.0,54486,0,0
40846,1,0,1,2,31,1,2,15000.0,52875,2,0
12000,1,0,1,5,24,1,5,14500.0,38278,2,0
36706,1,0,2,2,20,3,2,10000.0,55133,2,1
33471,1,0,1,3,28,0,3,15000.0,48430,2,1
9736,1,2,1,20,46,1,40,20000.0,53939,0,0
32531,1,0,2,5,25,1,5,10000.0,53562,0,0
10648,1,0,1,10,44,1,10,17500.0,57843,1,0
3416,1,3,1,7,29,0,7,16702.0,53469,0,0
1053,1,0,2,11,22,0,11,8500.0,55133,2,0
22983,1,0,2,5,29,1,5,10000.0,43010,2,0
17822,1,0,1,1,44,1,1,12000.0,59102,0,0
30046,1,0,1,4,28,3,4,9800.0,50515,4,0
28050,1,0,1,10,48,1,10,20000.0,47910,2,0
7487,1,0,2,3,30,1,3,12000.0,53939,1,0
37569,1,0,1,15,50,1,15,25000.0,50729,0,0
41062,0,0,1,2,30,1,2,12000.0,53958,4,0
1289,1,0,1,1,25,0,1,12000.0,47910,1,0
13519,1,0,2,1,26,0,1,10000.0,50388,1,0
12986,1,0,2,5,21,0,5,15000.0,52815,2,1
21169,1,2,1,13,34,1,13,27000.0,43630,0,0
31960,1,1,1,5,35,0,5,10000.0,38348,4,0
42160,1,2,1,10,30,1,10,14000.0,44858,2,0
3184,1,3,1,8,34,0,5,10000.0,47910,2,0
5352,1,1,1,1,27,0,2,10000.0,50515,2,0
25024,1,0,2,4,24,3,4,12000.0,51748,4,0
1451,1,0,1,5,26,3,5,12000.0,47214,2,0
20731,1,0,2,1,19,1,1,9000.0,47578,1,0
18219,1,0,2,2,22,1,4,12000.0,59102,1,1
14600,1,0,2,3,27,0,3,8000.0,36126,1,0
28872,1,0,2,6,23,0,6,9166.0,39458,2,1
40003,1,2,1,4,30,0,4,9500.0,60275,2,1
37880,0,0,2,3,22,1,3,9500.0,39027,3,0
18611,0,0,1,5,30,0,6,12000.0,45891,1,0
29368,1,0,2,7,30,0,7,10000.0,42305,4,0
22163,1,0,1,2,58,3,2,23000.0,55767,0,0
20442,1,0,2,2,21,0,2,15000.0,52875,4,0
24482,1,1,1,20,55,1,20,30500.0,55133,0,0
36195,1,1,1,10,28,0,10,12800.0,60073,2,1
35000,1,1,1,10,35,0,10,15000.0,37946,0,0
21600,1,2,1,5,27,3,5,14000.0,47214,4,1
16884,1,0,1,3,31,1,3,14314.0,55977,2,0
23640,0,1,1,9,48,1,0,28930.0,60847,0,0
35621,1,0,1,24,47,1,24,40000.0,46284,0,0
23968,1,0,2,1,21,1,1,15000.0,55376,2,0
31690,1,0,1,3,36,1,3,20000.0,51794,2,0
7762,0,0,2,5,37,1,5,16000.0,60572,4,0
32810,1,0,2,1,23,1,1,9000.0,52634,1,0
4520,1,2,1,22,50,1,22,26000.0,47625,0,0
8171,1,2,1,7,31,0,7,8763.0,36242,2,0
14934,1,3,1,2,33,3,5,17000.0,51332,2,1
38959,1,0,1,1,25,1,1,10000.0,50515,2,0
29678,1,2,1,8,32,1,0,25000.0,48430,0,0
7844,1,0,2,1,23,0,1,7000.0,34176,2,0
35521,1,0,1,2,23,0,2,12000.0,51820,4,0
39926,0,2,1,5,36,0,5,12500.0,55977,2,0
7861,1,0,1,10,34,1,10,25000.0,50728,1,0
18050,1,0,1,5,27,0,7,15000.0,59102,1,0
13683,1,0,2,10,29,1,10,22150.0,39498,2,0
10628,1,0,1,5,40,1,5,12000.0,50729,1,0
24847,1,1,1,7,21,1,7,11000.0,52660,2,0
13595,1,0,1,3,21,0,3,12000.0,42876,1,0
19762,1,3,1,10,51,1,10,10000.0,50515,2,0
18388,1,2,1,1,34,1,1,12000.0,51449,2,0
35084,1,0,2,3,23,0,3,12000.0,52634,4,0
28827,1,0,2,4,29,3,4,12000.0,51794,2,0
29099,1,0,1,3,26,0,3,10000.0,48012,4,0
38873,1,0,2,10,28,1,10,10000.0,52623,1,0
11843,1,1,1,30,58,0,30,40100.0,52565,0,0
7759,1,0,1,2,53,0,2,20000.0,64674,1,0
17028,1,0,2,2,27,0,2,13000.0,69197,2,0
42488,1,0,1,2,23,1,2,11500.0,62656,1,0
33929,1,0,1,5,35,3,5,18000.0,54624,0,0
28076,1,0,1,2,37,1,7,12000.0,43940,2,0
33636,1,0,1,5,27,0,5,15000.0,42876,1,0
18598,1,0,1,3,25,1,3,15000.0,50755,2,1
22954,1,0,2,1,27,1,1,18000.0,59102,2,0
38764,1,0,2,2,26,1,2,15000.0,64681,2,0
2649,1,2,1,3,32,1,3,10000.0,47578,4,1
5115,1,2,1,1,21,1,1,9414.0,52815,2,0
7315,1,0,2,3,27,1,3,12000.0,43813,1,1
27008,1,0,1,5,42,3,5,15000.0,54624,2,0
588,1,0,2,2,24,3,2,12000.0,52875,2,0
27317,1,0,1,9,32,1,0,18000.0,52565,3,0
41266,1,2,1,3,29,0,6,9000.0,56232,4,0
640,1,2,1,20,47,3,20,25000.0,53939,0,0
16253,1,1,2,4,27,2,4,15200.0,52815,2,0
24614,1,4,1,15,41,3,15,20000.0,60809,2,0
15469,1,3,1,15,48,0,15,20000.0,55064,1,0
8406,1,0,1,9,35,1,0,20000.0,58297,2,1
15526,1,3,1,20,55,1,20,53918.0,52815,1,0
9549,1,0,1,1,25,0,1,12000.0,42871,2,0
24062,1,2,1,5,33,0,5,10000.0,43970,4,0
20168,0,2,1,10,44,0,10,17525.0,48870,1,0
18218,1,0,1,8,31,1,0,15000.0,55133,2,0
40959,1,0,1,2,38,1,2,15000.0,52875,2,0
37337,1,3,1,4,36,1,4,15000.0,52468,4,0
12469,1,0,1,10,44,3,10,40000.0,46613,1,0
36265,1,2,1,11,29,0,11,15000.0,55064,1,0
41376,1,0,1,2,39,1,2,15000.0,48635,2,1
23080,1,0,1,3,30,1,3,24000.0,53605,2,0
10474,1,0,1,1,44,1,1,15000.0,61017,1,0
21051,1,2,1,25,46,1,25,26893.0,43032,1,0
37046,1,2,1,2,27,3,2,12500.0,53083,2,0
12387,1,0,2,2,22,3,2,10000.0,44301,1,0
15375,1,0,2,5,26,0,5,12000.0,50515,1,1
21024,1,2,1,10,49,0,10,15000.0,42246,2,0
21985,1,0,1,2,26,0,2,11000.0,47910,2,1
4506,1,0,2,2,22,1,4,24000.0,52815,2,0
10852,1,0,2,1,22,0,1,11200.0,48354,2,0
35103,1,2,1,2,30,3,2,12000.0,47910,2,1
22853,1,2,1,13,34,0,13,11500.0,52875,2,0
2445,1,0,1,20,39,1,20,32000.0,60809,1,0
7605,1,0,1,3,32,3,3,32000.0,45107,0,0
30778,1,1,1,2,22,0,2,12000.0,53434,2,0
9523,1,3,2,25,45,0,25,30000.0,42876,4,0
35667,1,0,1,6,24,0,6,13000.0,47039,2,0
11180,1,0,1,1,42,1,1,18607.0,50729,2,1
10592,1,0,1,12,25,3,12,15000.0,55933,4,1
17724,1,0,2,1,25,1,1,10000.0,57136,2,0
6675,1,2,2,10,25,0,10,12000.0,57843,2,0
2907,1,0,1,1,22,0,1,8000.0,53939,0,0
4057,0,1,1,10,45,1,10,12000.0,36969,1,0
10173,1,0,1,2,51,1,7,16500.0,58297,2,0
26914,1,0,2,5,24,3,5,15000.0,47578,2,0
17647,1,0,1,2,24,0,5,13000.0,42745,1,1
12671,1,0,1,5,25,3,5,10000.0,48012,1,0
30126,1,5,1,25,44,2,25,35048.0,55133,1,0
1077,1,0,1,10,27,0,10,10000.0,48327,1,0
4702,1,1,2,1,20,1,1,15500.0,60809,2,1
5211,1,2,2,4,23,1,4,14000.0,48870,2,0
2088,1,0,2,1,23,1,1,9500.0,49079,3,0
36699,1,4,1,4,31,0,4,9500.0,42226,0,0
8350,1,0,1,3,28,1,3,15000.0,52815,2,0
11854,1,0,2,2,24,0,2,15000.0,53939,2,0
15443,1,2,1,2,38,0,3,15000.0,55133,1,0
8755,1,0,1,8,44,0,0,16300.0,61109,2,0
36676,1,0,1,3,34,1,3,12000.0,54400,4,0
28909,1,2,1,5,27,3,5,9000.0,41038,1,0
16228,1,0,1,2,48,3,2,10000.0,52131,2,0
21570,1,0,2,3,33,0,3,30000.0,57758,0,0
25925,1,3,1,5,37,2,5,10000.0,48080,0,0
37725,1,2,1,1,24,3,1,10000.0,56867,1,0
14058,1,2,1,2,43,1,2,10000.0,52634,2,0
6400,1,2,1,4,29,0,4,9000.0,41058,1,1
32189,1,2,1,5,35,0,5,14000.0,46077,2,0
14612,1,0,1,13,38,0,13,7400.0,38123,1,0
6262,1,0,1,25,55,1,25,15000.0,43630,1,0
40281,1,0,1,2,25,1,2,12000.0,61918,2,0
16098,1,0,2,2,26,3,2,14660.0,63266,1,0
12263,1,0,1,30,52,1,30,22000.0,52815,0,1
28267,0,0,1,1,56,1,1,32000.0,62652,0,0
24066,1,2,1,4,22,0,4,15000.0,38825,4,0
19234,1,0,1,3,41,3,3,15000.0,47049,4,0
11483,1,1,1,11,36,0,11,54000.0,52565,2,0
17666,1,0,2,2,25,0,2,13000.0,51588,2,1
22114,1,3,1,3,33,0,3,10000.0,58869,1,0
14526,1,3,1,8,35,3,0,8550.0,47578,2,0
7555,1,0,1,5,26,1,5,12000.0,48239,1,0
12064,1,2,1,12,34,1,12,29500.0,57136,0,0
32024,1,3,1,13,39,0,13,33000.0,50755,3,0
31562,1,0,1,13,33,3,13,20000.0,37946,4,0
37222,1,3,1,2,29,1,2,15000.0,47910,4,0
8494,1,0,1,6,33,1,12,11000.0,62928,2,0
29494,1,2,1,4,28,0,4,12000.0,50515,4,0
1219,1,0,1,2,22,0,4,8500.0,52875,2,0
262,1,3,1,10,37,0,10,17000.0,55133,1,0
42115,1,2,1,3,46,1,3,23000.0,48695,2,0
32437,1,2,1,5,28,1,5,12000.0,53054,2,0
4851,1,1,2,1,23,1,1,11930.0,50729,2,0
1253,1,0,2,3,23,0,3,11000.0,48327,2,0
5572,1,2,1,1,21,1,1,12500.0,49575,2,0
38047,1,6,1,6,28,3,6,12000.0,58837,2,0
31152,1,2,1,12,28,0,12,12000.0,44629,2,1
18644,1,0,1,1,20,0,2,10000.0,52468,1,0
13870,1,4,2,5,32,0,5,15000.0,50729,2,0
8829,1,0,2,3,25,1,3,20000.0,60073,2,0
15265,1,0,2,2,25,1,2,10000.0,42483,2,0
31545,1,3,1,32,57,1,32,129000.0,60073,0,0
1992,1,2,1,18,47,0,18,25000.0,44768,0,0
18873,0,0,1,1,23,1,2,10899.0,70196,2,0
3230,1,0,1,5,30,1,5,8000.0,50729,2,0
32554,1,0,2,10,26,0,20,10000.0,60792,2,0
3593,1,2,2,5,26,1,5,12000.0,50571,1,0
14775,1,0,2,1,21,0,3,12000.0,54624,2,0
11270,1,2,1,2,30,1,2,16000.0,43630,2,0
13097,1,0,2,8,20,0,8,12000.0,53939,4,0
20310,1,0,1,4,27,3,4,17000.0,43630,2,0
40759,1,0,1,2,19,1,2,15000.0,50729,2,0
38682,1,0,1,2,56,0,7,18000.0,60733,4,0
39997,1,2,1,10,35,0,10,9500.0,60809,2,0
28248,1,0,1,1,52,1,1,15000.0,61017,2,0
19813,1,1,1,4,26,0,4,11000.0,39458,2,0
14944,1,2,2,3,28,3,3,21083.0,59102,2,0
24663,1,2,1,3,41,1,3,15000.0,53939,2,0
14238,1,4,1,16,38,3,16,20000.0,50729,4,1
13214,1,1,1,3,33,3,3,16000.0,58417,2,0
2757,1,0,2,1,19,0,1,10000.0,33003,4,0
42719,1,0,2,2,24,0,2,8500.0,35392,3,0
34336,1,0,2,3,22,1,3,12000.0,43813,2,0
31236,1,1,1,2,28,3,2,10700.0,59102,2,0
24718,1,0,2,3,26,1,6,12000.0,52875,2,0
38434,1,0,1,3,33,0,4,15000.0,45617,2,0
33394,1,4,1,8,26,0,0,12500.0,51332,2,0
20935,1,0,1,3,41,0,3,1000.0,50729,2,0
28745,1,0,1,6,29,3,6,10000.0,43032,2,0
15837,1,0,1,3,26,3,3,15000.0,53054,4,0
42080,1,2,1,3,32,1,3,20000.0,55064,2,0
1554,1,4,2,3,25,1,3,16500.0,40375,4,0
8420,1,0,1,2,42,1,2,15000.0,53939,2,0
7168,1,4,1,11,43,1,11,16409.0,43032,4,1
38616,1,2,1,25,51,0,25,15000.0,50631,4,1
18244,1,0,1,15,50,1,15,35000.0,52815,0,0
18515,1,0,2,3,25,1,3,15000.0,57498,1,1
37378,1,0,2,2,24,1,2,12200.0,36126,2,0
42456,1,0,2,3,23,1,3,12000.0,56167,2,1
13367,1,0,2,2,20,3,2,12000.0,52875,4,1
28970,1,2,2,3,33,0,3,15000.0,57136,1,0
20949,1,2,1,5,47,0,5,15000.0,51794,4,0
21272,0,0,1,3,38,1,3,9000.0,42745,2,0
28183,1,0,1,25,50,3,25,12000.0,47578,1,0
2743,1,1,1,6,27,0,6,10000.0,38008,2,0
28235,1,0,1,1,43,1,1,11000.0,61017,2,1
17050,1,0,1,1,26,0,2,15000.0,57136,1,0
12980,1,0,1,1,34,0,1,12000.0,48689,2,1
1975,1,3,1,16,28,3,16,15000.0,48635,4,0
25127,1,0,2,2,22,3,4,10500.0,54719,2,0
11598,1,0,2,1,26,1,1,14500.0,49804,2,0
35905,1,0,1,10,33,0,10,15000.0,43293,0,0
3753,1,0,1,3,34,0,3,18000.0,45704,2,0
17141,1,2,1,10,36,1,10,10000.0,48870,2,1
13061,1,1,1,15,47,0,15,25000.0,62652,0,0
40748,1,2,1,10,27,0,10,18000.0,50841,4,0
33762,1,2,1,5,25,3,5,15000.0,43032,1,0
38367,1,0,2,2,20,1,2,18000.0,53513,4,0
26315,1,0,1,1,32,0,1,7000.0,44301,1,0
42343,1,2,1,9,45,1,0,20000.0,61197,0,0
5401,1,0,2,1,23,1,3,16000.0,43032,2,0
38799,1,0,1,15,51,1,15,24000.0,55064,0,0
38027,0,2,1,5,34,3,5,8000.0,48430,2,1
35593,1,0,2,1,19,0,1,10000.0,40375,2,0
36970,1,0,2,2,25,0,2,15000.0,52875,2,0
32472,1,0,2,6,24,0,8,13000.0,50571,2,0
35752,1,0,2,1,23,3,1,9600.0,52875,2,0
12310,1,2,1,6,30,3,6,8000.0,33789,1,0
6650,1,2,1,8,35,0,0,10000.0,47910,2,0
28463,0,0,1,10,37,1,10,12000.0,43848,0,0
17060,1,0,2,1,21,0,1,12000.0,53939,2,0
30934,1,0,1,30,57,0,30,20000.0,50729,2,0
9571,1,0,1,10,35,3,20,12000.0,39307,2,0
35026,1,0,1,3,40,0,3,10000.0,53939,2,0
35008,1,4,1,12,31,0,12,32000.0,43630,0,0
30578,1,3,1,8,28,1,0,12028.0,58297,2,0
11897,1,3,1,4,48,0,4,10000.0,51748,2,0
23646,1,4,2,3,24,0,3,13000.0,53216,2,0
5370,1,2,1,8,33,1,0,21000.0,59102,0,0
19245,0,1,1,3,38,1,3,10000.0,50729,4,0
5843,1,0,2,4,21,3,4,10000.0,60385,2,1
21208,1,0,1,5,32,0,10,18000.0,37946,2,0
40130,0,3,1,3,37,0,3,15000.0,50729,2,1
3581,0,2,2,5,32,0,5,12000.0,48012,1,0
20182,1,2,1,10,31,1,10,17000.0,43910,1,0
26522,1,0,1,5,40,3,5,18000.0,35392,1,0
11487,1,2,1,8,42,0,8,16000.0,52815,2,0
33103,1,0,1,7,28,1,7,15362.0,50729,2,0
1033,1,0,1,5,43,3,5,10000.0,51332,0,0
4047,1,2,1,17,56,1,17,22138.0,51254,1,0
29596,0,2,1,5,41,1,5,16880.0,53519,2,0
4215,0,1,1,12,30,1,12,18000.0,36499,0,0
34460,1,0,1,5,34,0,5,15000.0,54434,1,1
21512,1,6,1,3,26,3,3,10000.0,40322,1,1
12710,1,0,1,15,43,3,15,30000.0,57672,1,0
5382,1,2,1,5,36,1,5,12500.0,53939,2,0
42649,1,2,1,8,30,1,0,32400.0,52875,0,0
18250,1,0,1,3,22,1,3,18000.0,55494,1,0
12538,1,0,1,2,26,3,2,8500.0,44978,1,0
18487,1,0,2,7,25,0,7,12500.0,50755,0,0
24192,1,2,1,2,41,1,2,16000.0,37857,3,0
20817,1,0,2,6,27,0,6,9600.0,47910,4,1
39259,1,0,2,1,28,0,1,10000.0,49287,4,0
31572,1,2,1,8,33,3,0,10478.0,66125,2,0
3628,1,0,2,2,24,1,2,16000.0,54624,3,0
37047,1,0,1,3,24,3,3,12500.0,38123,2,0
11751,1,2,1,1,43,0,1,20000.0,39458,3,0
32388,0,0,1,3,37,1,8,9000.0,53562,2,0
4384,1,0,1,5,56,1,5,15000.0,52815,1,0
42433,0,0,1,2,33,1,2,15000.0,50572,0,1
10600,1,3,2,1,21,1,2,12500.0,43032,2,0
10829,1,2,1,5,27,0,5,12000.0,52875,0,0
6442,1,1,2,2,21,0,2,10000.0,47595,2,0
20503,1,0,1,20,45,1,20,25000.0,60809,4,0
36714,1,2,1,2,34,3,2,52000.0,53939,2,0
19067,1,0,1,2,27,3,2,13000.0,50729,4,0
32475,0,1,1,2,52,0,5,10000.0,44301,2,0
35365,1,2,1,5,38,1,5,18000.0,53083,4,0
20068,1,3,1,5,29,0,10,15000.0,51794,1,1
33902,1,0,1,23,49,1,23,25254.0,55133,2,0
8659,1,0,2,1,20,1,1,8000.0,55133,2,1
4817,0,2,2,2,27,1,2,12500.0,52815,2,0
31121,1,0,1,10,35,3,10,18000.0,41061,2,0
2279,1,2,1,30,50,0,30,25000.0,40480,0,0
40724,1,0,2,4,25,0,4,8000.0,43630,4,0
816,1,0,2,5,23,3,5,8000.0,50571,2,0
12678,1,0,1,1,32,3,1,16000.0,47178,1,0
10921,1,2,1,18,38,1,18,36000.0,55133,0,0
21960,1,0,2,2,22,1,2,15000.0,52875,4,0
1078,1,4,1,2,38,0,2,10000.0,60809,2,0
24627,1,2,1,2,40,3,2,22000.0,52815,2,0
7707,1,0,1,1,26,1,4,15000.0,53083,4,1
25145,1,2,1,15,27,3,15,20000.0,32773,4,0
23240,1,2,1,20,58,1,20,8000.0,47910,4,0
17703,1,2,1,18,44,1,18,12465.0,62652,2,0
28384,1,1,1,3,32,1,3,17000.0,52815,1,0
12821,1,0,1,10,34,0,15,30000.0,48982,0,0
21089,1,0,1,5,29,0,5,10000.0,33379,2,0
12135,1,3,1,12,53,1,12,16000.0,58417,2,0
2992,1,2,1,20,55,0,20,8899.0,43032,0,0
2814,1,0,1,2,53,0,2,8000.0,35990,2,0
35408,1,1,1,5,31,0,5,21422.0,57758,0,0
24571,1,3,1,22,35,1,22,13825.0,43630,0,0
9920,1,4,1,30,51,3,30,15000.0,43010,4,0
1791,0,0,2,1,26,1,1,8000.0,39725,1,0
25152,1,2,1,19,34,3,19,21000.0,52391,4,0
10843,1,0,2,2,24,0,2,14000.0,52875,2,0
33640,1,0,1,10,29,1,10,15000.0,43032,1,1
11813,1,0,2,1,21,3,1,9000.0,53939,2,0
30775,1,0,2,1,19,3,1,14000.0,40590,2,0
35498,1,2,1,5,39,1,5,12000.0,49721,4,0
31786,1,1,1,11,34,0,11,25000.0,53385,0,0
36999,1,0,1,2,38,1,2,30000.0,50755,2,0
17751,1,0,1,2,26,1,2,15000.0,53881,1,1
16864,1,1,2,2,26,0,2,13000.0,66338,2,1
1673,1,0,1,2,36,0,2,10000.0,56271,0,1
36249,1,0,1,10,41,1,10,15000.0,50515,2,0
10565,0,0,1,2,28,1,2,15500.0,54635,4,0
38438,1,0,1,6,21,0,12,15000.0,43940,0,1
32177,1,1,1,2,24,0,2,9000.0,52591,2,0
36497,1,0,2,2,22,0,2,9000.0,46253,4,0
39010,1,2,1,5,32,0,5,16000.0,56442,2,0
23678,0,1,1,10,44,3,10,25000.0,42876,0,0
19663,1,1,1,5,28,0,5,15000.0,36126,2,0
30387,1,1,1,4,26,3,4,17891.0,55133,1,0
11578,1,2,1,2,33,1,2,20000.0,59102,2,0
6346,1,0,1,5,35,0,5,31087.0,52875,0,0
28032,1,0,2,1,25,1,1,15500.0,52591,2,0
6211,1,2,1,2,35,3,2,10000.0,52468,2,1
15953,1,4,1,2,31,1,2,7394.0,51332,4,0
3375,1,4,1,15,41,0,15,21000.0,48080,0,1
5836,1,2,1,8,28,0,0,20200.0,58402,4,0
7462,1,0,1,12,49,1,12,15000.0,52815,1,0
7800,0,0,3,4,33,1,4,16000.0,52565,4,0
32303,1,0,1,5,24,1,5,15000.0,51820,1,1
35293,1,2,1,6,36,0,6,13000.0,60733,0,0
1748,1,3,1,5,49,1,5,18000.0,37946,1,0
26644,1,1,1,6,25,0,6,14000.0,44340,2,0
39704,1,0,1,2,29,0,2,10000.0,51588,1,1
40879,1,0,1,2,28,0,2,15000.0,60809,4,0
22823,0,0,2,2,23,1,4,8000.0,54486,1,0
18314,1,0,2,3,27,1,3,15000.0,48012,2,0
40826,1,2,1,4,29,0,4,8000.0,52815,4,0
17416,1,0,2,2,21,1,2,12000.0,43032,2,0
34123,1,0,1,2,31,0,2,10000.0,39514,1,0
6013,1,0,2,3,23,0,3,10000.0,51794,2,0
12712,1,0,1,25,50,3,25,30000.0,36126,1,0
38292,1,0,1,24,45,1,24,30000.0,53054,1,0
16812,1,0,1,3,32,1,3,10000.0,49804,2,0
35616,1,0,1,2,27,3,2,15000.0,47049,2,0
26187,1,0,1,5,34,0,5,14500.0,57927,0,0
13835,0,2,1,15,41,1,15,25000.0,47910,0,0
22148,1,2,1,6,39,0,6,17000.0,50515,0,0
26759,0,0,1,2,21,1,5,15000.0,55639,2,0
5857,1,3,1,5,36,3,5,12000.0,59127,2,0
33190,1,0,1,1,32,1,1,24000.0,55133,0,0
42552,0,1,2,2,22,1,2,12000.0,53939,2,0
28395,1,1,1,4,30,1,4,18000.0,52963,1,0
21308,1,0,1,3,27,0,3,10000.0,40322,2,0
30437,1,0,1,5,28,3,5,10000.0,47910,2,0
34239,1,0,1,2,43,3,2,10000.0,46613,4,0
29376,1,0,1,23,47,0,23,22000.0,58058,4,0
22377,1,0,2,5,25,1,5,18000.0,71246,0,0
7721,1,0,2,2,31,1,2,22000.0,45860,0,1
35564,1,0,1,20,44,3,20,10000.0,39420,4,0
10869,1,1,1,10,33,0,10,34000.0,52875,2,0
15418,0,1,1,18,49,2,18,46000.0,64967,1,0
1668,0,0,1,5,30,0,5,10000.0,46768,2,0
22969,1,0,2,1,24,2,2,33000.0,63305,2,0
14469,1,0,1,1,30,3,1,8000.0,43032,2,0
34613,1,0,1,5,41,1,5,63000.0,54192,2,1
2299,0,3,1,5,47,0,5,30000.0,50841,4,0
30085,1,0,1,8,48,3,8,19000.0,38348,4,0
8687,1,0,1,20,53,1,20,13000.0,51794,3,0
39800,1,4,1,7,24,3,7,15000.0,47910,1,1
26297,0,0,1,8,32,1,8,34951.0,60792,2,1
23568,1,1,1,5,32,2,5,10000.0,50729,0,0
19146,1,1,1,5,42,0,5,11500.0,53623,1,0
42015,1,0,2,5,30,1,5,10000.0,59497,2,0
21000,1,2,1,12,34,1,12,20000.0,64967,2,0
22819,1,0,1,5,39,0,10,15000.0,50515,1,0
29652,1,2,1,2,21,3,2,10500.0,48348,2,1
10200,1,0,1,2,37,1,2,25000.0,57843,2,0
32675,1,2,1,10,39,1,20,16000.0,52815,4,0
10671,1,0,1,3,30,0,3,18000.0,51449,1,0
21496,1,1,2,3,19,0,3,14000.0,55133,2,0
22805,1,0,1,5,26,0,10,15000.0,53939,0,1
19628,1,0,2,2,22,0,2,12000.0,44984,4,0
30416,1,0,1,7,49,1,7,9896.0,47910,2,0
11208,1,0,2,6,26,1,6,12000.0,51332,2,0
23106,1,0,2,2,28,3,2,20000.0,51449,2,0
16041,1,2,2,3,20,0,3,9000.0,47049,2,1
42345,1,1,1,2,21,1,2,12000.0,47578,2,0
5579,1,2,1,1,32,1,5,12500.0,54624,2,1
8492,1,0,1,6,40,1,6,35000.0,52875,0,0
40249,1,0,1,2,35,1,2,15000.0,47578,2,0
9766,1,0,1,5,25,0,5,12000.0,51990,2,0
20346,1,4,1,10,44,0,10,12000.0,43032,3,0
25798,1,0,2,5,21,1,5,18000.0,54624,2,1
3445,1,2,1,10,25,0,20,15000.0,44978,4,0
3863,1,0,2,5,22,1,12,10000.0,57136,4,0
279,1,2,1,1,60,1,1,18000.0,36091,1,0
38568,0,1,1,2,27,1,2,55000.0,54013,1,0
7414,1,0,2,5,23,1,5,10000.0,51794,1,1
19807,0,1,1,5,51,0,5,15858.0,51332,0,0
36138,1,0,2,1,27,1,1,10000.0,53519,3,0
