No,SEX,NO_OF_DEPENDENT,MARITAL_STATUS,YRS_IN_PRESENT_JOB,AGE,EDUCATION,YEARS_OF_EXPERIENCE,TOTAL_MONTHLY_INCOME,LOAN_AMOUNT,COMPANY_TYPE,LABEL
26376,0,0,3,16,51,0,16,16066.0,55133,4,0
30327,1,0,1,1,22,0,1,10000.0,52815,2,0
37296,1,0,1,10,29,1,10,20000.0,52829,4,1
4187,1,2,1,1,22,3,2,9000.0,52468,1,0
23179,1,0,2,2,25,1,2,30000.0,58715,2,0
38171,1,2,1,6,28,1,6,20000.0,59750,1,0
38657,1,0,1,1,38,0,6,20000.0,55133,1,0
27614,1,0,1,8,28,3,8,9000.0,47578,2,0
34730,0,3,1,5,31,1,5,9000.0,57474,1,1
29183,1,3,1,30,51,3,30,11000.0,48635,1,0
10415,1,3,1,16,45,1,16,20000.0,47578,0,0
6488,1,1,2,1,20,0,1,8000.0,59102,2,0
24269,1,1,1,23,50,0,23,16711.0,51794,0,0
9151,1,3,1,3,35,0,6,10000.0,55064,2,0
34662,0,0,1,1,31,2,3,11500.0,48012,0,0
23997,1,2,1,2,27,1,2,32000.0,64674,1,0
14464,1,3,1,3,35,0,6,17000.0,47578,0,0
1592,0,4,2,5,33,2,5,10500.0,51588,4,0
14950,0,2,2,1,25,1,2,13000.0,55133,2,0
34666,1,2,1,7,37,1,14,19899.0,48430,0,0
13425,1,0,1,2,29,3,4,25000.0,39458,2,0
20794,1,2,1,2,30,1,2,9000.0,39458,1,0
18270,1,0,1,3,27,1,3,11000.0,57136,2,0
10643,1,0,2,3,24,1,3,12000.0,55064,1,0
6986,1,1,1,2,28,2,2,25000.0,59102,4,0
23120,1,0,2,1,25,1,1,20000.0,32416,2,0
37944,1,0,2,3,23,3,3,10000.0,53083,1,1
12723,1,2,1,10,55,1,10,40000.0,51332,4,0
23766,1,1,1,5,26,0,5,12000.0,43973,4,1
35807,1,3,1,4,39,3,4,11000.0,48635,2,0
6290,1,3,1,6,32,1,6,12000.0,39458,1,0
7518,0,0,2,5,34,1,5,8000.0,52623,2,0
32091,1,2,1,2,38,0,2,10000.0,41279,2,1
9355,1,3,1,20,54,0,21,20000.0,58828,0,1
17559,1,2,1,8,47,1,8,13000.0,45107,2,0
38726,1,0,2,3,28,0,8,9500.0,50515,2,0
20482,0,0,1,13,46,0,13,13000.0,48354,4,1
34643,1,0,1,5,38,0,5,15000.0,57566,2,1
26453,1,0,1,10,55,0,10,15000.0,54226,0,0
5880,1,1,1,5,22,3,5,12000.0,41784,4,0
11557,1,1,1,2,29,1,2,16000.0,51332,2,0
8351,1,0,2,3,25,1,3,25000.0,57843,2,0
23220,1,0,1,10,39,1,10,10000.0,55133,2,0
5405,1,0,1,1,30,0,3,10500.0,51794,2,0
19090,1,1,2,3,24,1,3,120000.0,51794,4,0
18671,1,1,1,10,54,1,15,12000.0,43809,2,0
5727,1,2,1,2,35,1,2,12500.0,48635,2,0
28964,1,3,1,13,29,0,13,15000.0,43010,1,0
9944,1,0,2,1,26,1,1,10000.0,59102,2,0
9019,1,0,1,30,55,1,30,70000.0,55133,2,0
20633,1,0,1,2,25,0,2,10000.0,47910,1,1
4163,1,0,1,1,20,3,1,9000.0,43813,1,0
34656,1,0,2,2,25,3,4,15000.0,52927,1,0
33506,1,2,1,13,37,3,13,10000.0,40590,3,0
2170,1,2,1,2,45,0,2,11482.0,41985,0,0
40489,1,0,1,3,34,1,3,15000.0,55977,4,1
7071,1,0,2,1,22,0,1,10000.0,43032,2,0
6035,1,2,1,4,45,3,4,10000.0,55133,2,0
17943,1,0,1,2,27,1,2,15000.0,50729,2,1
32571,1,0,2,3,34,1,5,19500.0,60792,2,0
30767,0,1,1,4,39,3,4,15000.0,36709,2,0
15685,1,0,1,2,27,0,2,14000.0,51332,2,0
8941,1,0,1,10,56,1,10,44000.0,50729,2,0
36501,1,0,2,5,22,0,5,12000.0,47466,2,0
16809,1,0,1,2,44,1,2,12000.0,41061,2,0
33682,1,2,1,5,25,3,5,15000.0,47910,1,1
28629,1,0,1,2,24,0,2,10000.0,50515,0,0
41491,0,0,1,10,34,3,10,15000.0,48870,2,0
12463,1,0,1,20,42,3,20,35000.0,48012,1,0
34113,1,0,1,5,67,1,5,24000.0,58402,0,0
37814,1,5,1,7,28,3,7,11000.0,54635,2,0
30434,0,0,2,3,23,1,3,12375.0,55133,2,0
11508,1,0,1,1,40,1,1,27000.0,47578,2,0
12032,1,1,1,15,46,3,30,42000.0,51332,0,0
20178,0,0,2,2,23,1,2,8000.0,48999,1,0
36846,1,2,1,5,31,2,5,13000.0,64967,4,0
32243,1,1,1,6,29,0,6,15000.0,52815,1,0
23836,0,2,1,17,38,1,17,33000.0,45344,1,0
4388,1,0,1,2,24,1,2,22000.0,53438,3,0
21726,1,3,1,10,45,1,10,16700.0,55293,2,0
21821,0,5,2,0,23,1,0,12000.0,52815,4,0
12131,1,3,1,5,38,3,5,10000.0,39027,2,1
16349,1,0,2,6,46,3,6,14000.0,55064,1,1
20198,1,2,2,1,26,1,1,11000.0,52875,1,0
26388,1,0,1,10,45,0,10,11000.0,36242,3,0
421,1,0,1,15,35,3,15,10000.0,53939,3,0
42736,1,0,2,10,24,0,10,8500.0,48430,3,0
3595,0,2,2,4,30,2,4,14000.0,48012,1,0
2694,0,0,2,1,20,1,1,10000.0,51794,4,1
12238,1,2,1,2,36,1,2,18000.0,50755,2,0
2905,1,2,1,2,22,1,2,15000.0,48870,0,0
26571,1,2,1,1,32,1,1,32000.0,50729,2,0
11502,1,1,1,10,33,3,20,15000.0,60733,2,0
27942,0,4,1,1,41,0,6,8500.0,47910,3,0
30234,1,0,1,5,48,1,5,45000.0,48354,0,0
937,1,2,1,2,22,0,2,15000.0,52815,2,1
9030,1,0,2,5,20,0,5,15000.0,51332,4,0
37677,1,1,1,20,55,3,20,20000.0,39027,0,0
35351,1,1,2,3,36,0,3,15000.0,53054,4,0
30333,1,0,1,1,62,1,1,14000.0,57136,2,0
30996,1,2,1,5,40,1,5,16000.0,47910,2,0
19832,1,2,1,10,33,0,10,12000.0,54624,2,0
20237,1,2,1,9,26,0,0,11700.0,50729,1,0
14375,1,0,2,2,26,1,2,14000.0,47910,2,0
13184,1,1,2,3,29,0,3,16000.0,60275,1,0
25673,1,1,1,2,42,1,2,25000.0,50729,2,0
32515,1,2,1,2,33,1,3,13000.0,63780,2,1
37112,1,4,1,7,30,0,7,12000.0,52963,4,0
30813,1,0,2,1,23,1,1,12000.0,40899,2,0
12293,1,0,1,30,49,1,30,17000.0,47214,4,0
5804,1,1,1,5,27,3,5,12000.0,48873,2,1
17382,1,0,2,5,24,1,5,15000.0,53939,1,0
8364,1,0,1,5,34,1,5,20000.0,60073,2,0
41514,1,0,2,8,31,1,0,12000.0,53939,2,0
32953,1,3,1,30,51,1,30,19000.0,51332,1,0
38722,1,0,1,2,25,1,2,12000.0,53939,2,0
4501,1,2,1,25,47,1,50,33000.0,55133,0,0
32700,1,0,1,15,41,1,15,15000.0,47910,4,0
19511,1,0,2,2,32,0,2,8500.0,40590,4,0
16684,1,0,2,5,32,2,5,40000.0,47006,1,0
15740,1,0,1,5,24,1,5,15000.0,46613,4,0
26117,1,0,1,1,33,1,1,20000.0,58297,4,0
20832,1,0,1,2,22,1,2,15000.0,40925,1,0
34010,1,0,2,4,18,3,4,10000.0,48430,0,0
34860,1,1,2,2,19,3,2,10000.0,45105,4,0
27078,1,0,1,20,42,1,20,26000.0,52468,0,1
31719,1,0,1,30,51,0,30,20000.0,51332,2,0
26168,1,0,2,4,24,1,4,10000.0,43032,4,1
35628,1,0,1,1,36,3,16,10000.0,46760,0,1
42010,1,0,1,2,59,1,2,29000.0,59497,2,0
32677,1,0,1,10,32,1,10,12000.0,51332,0,0
19032,0,0,1,2,45,3,2,12000.0,60809,4,0
12826,1,4,1,12,33,0,12,18900.0,55133,0,1
31990,0,0,1,8,28,0,0,22000.0,38859,0,0
28764,1,2,1,1,28,3,1,15000.0,50515,2,0
26750,1,0,1,33,54,1,38,42600.0,54312,2,0
38475,1,3,1,6,31,0,6,15000.0,50729,2,0
2424,0,2,1,4,50,1,9,18000.0,59102,0,0
2131,1,0,2,1,18,1,1,9000.0,36451,3,0
41366,1,0,1,2,28,1,2,15000.0,51449,2,1
24391,1,0,2,3,22,1,3,16000.0,60733,2,0
25543,1,0,1,5,34,1,5,15000.0,53958,2,0
10711,1,0,1,10,47,1,10,10000.0,51794,2,0
13808,1,0,1,11,47,0,11,15000.0,43630,3,0
15212,1,0,2,2,26,1,2,12000.0,35373,2,0
39246,1,3,1,30,61,1,30,25000.0,50515,0,0
7012,1,0,2,4,27,0,4,18000.0,39458,1,0
36312,1,1,1,6,29,0,6,14500.0,60809,1,0
19244,1,1,1,3,31,1,3,16669.0,55064,2,0
14155,1,4,1,3,41,3,3,15000.0,51332,4,0
36436,1,2,1,5,42,0,5,15000.0,53939,2,1
14808,1,0,1,9,48,0,9,11000.0,51332,2,0
22430,0,0,1,3,42,1,3,20000.0,50729,4,0
41866,1,0,1,1,24,2,1,15000.0,58715,1,0
34288,1,0,1,2,40,0,2,12500.0,50729,2,0
503,1,0,1,3,25,0,3,12000.0,47049,2,0
31158,1,1,2,3,29,3,3,16700.0,59102,2,0
7559,1,6,1,3,32,0,3,8000.0,50515,3,1
31763,1,0,2,1,26,3,1,16400.0,43010,2,0
35786,1,0,2,4,29,3,4,15000.0,51332,2,1
35568,1,0,1,20,50,3,20,32000.0,50631,0,0
13361,0,0,1,3,40,3,6,9000.0,55133,4,1
20362,0,0,1,10,45,2,10,29988.0,55133,1,0
32715,1,0,2,2,30,1,2,15000.0,27313,2,0
23674,1,0,2,10,24,0,10,10000.0,51794,2,0
8405,1,0,1,10,28,1,10,20000.0,55977,1,0
28738,1,0,1,2,30,1,2,20000.0,47910,2,0
8300,1,0,2,3,31,1,3,15000.0,53939,4,0
5338,0,0,2,3,23,1,5,10000.0,49804,2,0
6386,0,0,1,10,51,0,10,7000.0,48239,0,0
2099,1,2,1,2,38,0,2,9000.0,50515,3,0
15272,1,0,1,10,48,1,10,20000.0,52815,1,0
2706,1,0,2,2,21,1,2,10000.0,52875,4,0
27137,1,0,1,3,24,1,3,20200.0,51794,1,0
11866,1,0,1,5,37,3,5,12000.0,54624,2,0
20314,1,0,2,2,20,0,2,9000.0,39458,3,0
10525,1,2,1,25,47,0,25,15000.0,52875,1,0
42098,1,0,1,1,19,1,1,10000.0,47049,2,0
26703,1,0,1,21,43,1,23,97000.0,46307,3,0
5982,1,2,1,10,38,0,10,12000.0,54635,4,0
13567,1,0,1,14,42,3,14,16000.0,51332,0,0
39779,1,2,1,15,44,1,15,25000.0,42890,1,0
24245,1,2,2,2,23,0,2,18000.0,50729,1,0
34254,1,0,2,2,20,1,2,18000.0,57843,4,1
2082,1,2,1,1,31,0,1,12000.0,50728,3,1
5708,1,3,1,2,48,0,9,22000.0,56867,2,0
32612,1,0,2,3,25,1,4,15500.0,57894,2,0
27656,1,0,1,10,37,2,10,29000.0,37946,2,1
15425,1,2,1,6,27,0,6,27000.0,47910,1,0
25781,1,0,1,10,35,0,10,15000.0,40322,4,1
15616,1,0,1,6,41,1,6,20000.0,43032,2,1
34243,1,0,2,6,26,3,6,10000.0,38123,4,0
19273,1,2,1,1,33,0,1,9500.0,55133,3,1
15530,1,3,1,8,28,3,0,7500.0,55064,1,1
546,0,0,2,5,24,3,5,12000.0,36647,2,0
31087,0,0,2,7,30,1,7,19000.0,51332,2,0
37018,1,0,2,5,25,0,5,10000.0,47578,4,0
36974,1,0,1,2,36,0,2,15000.0,52875,2,1
19012,1,0,1,4,37,0,4,12000.0,49631,4,0
22812,1,0,2,3,24,1,6,15000.0,50515,1,0
39639,1,0,1,10,46,1,10,15000.0,50778,1,0
26796,1,0,2,7,23,3,7,10000.0,48870,2,1
3844,0,0,1,13,31,1,13,7400.0,43032,1,0
22309,1,0,1,10,38,1,10,18000.0,58715,2,0
1020,1,0,1,4,20,3,4,10000.0,43032,2,0
8769,1,0,1,14,52,1,14,75000.0,55064,2,0
19789,1,2,2,4,23,1,4,8500.0,38348,2,0
10094,1,0,1,6,51,1,6,20000.0,52815,2,0
35258,1,2,1,7,34,1,7,16782.0,51332,0,0
11027,1,2,1,5,36,1,15,15000.0,52875,3,1
15175,1,0,2,2,35,0,2,13000.0,44485,2,0
41834,1,0,1,10,37,0,10,15000.0,46613,1,0
3365,1,4,1,10,43,0,10,24067.0,43010,0,0
41364,1,0,1,3,28,1,3,20000.0,39458,2,0
14556,1,0,1,9,41,1,0,18585.0,43032,0,0
7774,1,0,1,8,43,2,8,23000.0,60792,1,0
31251,1,1,1,5,29,3,5,13000.0,43010,4,0
2455,1,0,2,5,26,1,5,20000.0,53939,1,0
8390,1,0,1,20,51,1,20,20000.0,49804,0,0
13764,1,0,1,1,23,0,1,8500.0,47910,2,0
907,1,0,2,3,26,3,3,12000.0,53083,2,0
31684,1,0,1,2,28,0,2,10000.0,37946,0,0
14268,1,2,1,5,47,0,5,16000.0,54111,2,0
36764,1,0,2,3,26,1,3,12000.0,55133,2,0
35020,1,0,2,1,18,0,1,8000.0,47578,3,0
29046,1,0,1,10,40,1,10,35000.0,50515,0,0
31583,1,2,1,10,32,0,10,12700.0,54624,2,0
20781,1,1,1,4,27,0,4,12000.0,39458,1,0
30548,1,1,1,10,33,1,10,20000.0,43630,2,0
3080,1,0,2,2,28,0,2,12000.0,52660,4,1
10298,1,1,1,5,45,0,5,20000.0,65407,4,0
24172,1,0,1,10,37,3,10,21053.0,60809,0,0
2609,1,0,2,5,28,1,5,10000.0,54096,2,0
6145,1,2,1,3,43,3,3,10000.0,54624,2,1
6214,1,0,2,3,22,3,3,10000.0,45326,2,1
16328,0,0,1,4,23,0,4,12000.0,55494,1,0
8540,0,0,1,10,47,1,10,15000.0,59102,4,0
31903,1,1,1,4,37,3,4,10500.0,47910,2,0
28256,1,0,1,1,36,1,1,20000.0,61017,0,1
19284,1,1,1,2,35,1,2,10000.0,50515,4,0
40840,1,0,2,3,23,0,3,13000.0,59102,4,0
10300,1,0,1,7,31,1,7,15000.0,52468,2,0
22728,1,0,1,4,56,0,4,43000.0,55715,2,0
15746,1,0,2,3,19,1,3,11000.0,47214,4,1
19085,1,1,1,25,49,1,25,10000.0,55133,1,1
8342,1,0,1,18,43,1,18,40000.0,60539,0,0
6811,1,0,1,4,34,1,4,17812.0,54624,1,0
30877,1,0,2,5,25,0,5,14000.0,55133,2,0
11311,1,0,1,3,25,0,3,12000.0,51794,2,0
18362,1,0,2,1,23,1,1,13000.0,52660,0,0
1654,1,0,2,2,24,1,2,20409.0,45107,0,0
23113,1,0,2,2,30,0,2,15000.0,54624,2,0
36967,1,0,2,3,25,0,3,15000.0,52815,2,1
12700,1,0,1,2,24,3,2,14000.0,53562,1,0
7985,0,0,2,5,26,1,5,12000.0,47578,4,0
34567,1,0,2,10,27,1,10,10000.0,39458,2,0
28898,1,0,1,1,43,3,1,15322.0,36126,0,0
37128,1,0,1,15,35,1,15,20000.0,52634,4,0
27431,1,1,1,4,34,1,7,12000.0,42745,2,0
42262,1,2,1,8,34,1,0,15000.0,55767,2,1
25768,1,0,1,2,24,0,2,17000.0,53083,1,0
3099,1,2,1,10,36,0,20,25000.0,49850,2,1
41670,1,0,2,3,31,3,3,15000.0,64967,2,0
9322,1,0,1,1,51,1,1,18500.0,58828,4,0
13157,0,1,1,2,25,3,2,1.0,63305,0,1
36151,1,0,2,2,22,0,2,12500.0,60809,2,0
29998,1,3,1,14,42,0,14,14000.0,46380,4,0
26864,1,2,2,2,27,3,2,12000.0,49721,2,0
33330,1,2,1,17,43,1,17,32000.0,46639,0,0
3816,1,0,2,5,30,1,5,12000.0,50728,0,0
18587,1,0,1,6,29,1,6,14000.0,57840,1,1
12445,0,0,2,10,26,1,20,10000.0,44683,0,0
32565,0,1,1,2,30,1,2,9000.0,61017,2,1
1790,1,1,1,5,55,2,5,32000.0,36126,1,0
36563,1,0,1,3,27,0,3,10000.0,46248,2,0
39221,1,0,2,2,23,0,2,10000.0,44145,4,0
23146,1,0,1,6,33,1,6,14000.0,57759,2,0
37639,1,1,1,2,30,3,2,9000.0,47214,2,0
24656,1,1,1,20,36,1,20,10000.0,55133,2,0
5468,1,0,1,7,33,1,7,12000.0,43032,2,0
20078,1,3,2,4,24,0,4,15000.0,38895,1,0
14436,1,2,1,7,31,1,7,43380.0,47910,2,0
31489,1,2,1,2,40,0,2,15000.0,57810,4,0
38117,0,0,1,15,53,1,15,20292.0,64599,0,0
547,1,2,1,14,38,3,14,15000.0,37946,2,1
35173,1,1,1,32,52,0,32,20000.0,47910,0,0
39593,1,1,1,10,28,0,10,15000.0,51748,1,0
31185,1,0,1,12,42,0,12,15000.0,53418,2,0
13874,1,5,2,2,25,0,2,15000.0,39458,2,1
3468,1,0,1,5,26,0,5,15000.0,44978,2,1
13194,0,1,1,10,44,1,26,32000.0,52815,1,0
28721,1,1,1,5,28,3,5,45000.0,50729,2,0
38385,1,0,1,10,52,1,10,20000.0,59102,4,1
20351,1,2,1,6,24,0,6,18000.0,52634,4,1
4793,1,3,1,13,38,1,13,18600.0,52815,0,1
315,1,2,1,15,26,1,15,18000.0,47006,1,0
30250,1,0,2,2,21,1,2,12000.0,49003,0,0
24184,1,2,1,5,50,1,5,35000.0,51332,0,0
9115,1,0,1,6,33,1,6,15000.0,61109,2,0
1915,1,1,1,3,28,0,3,15000.0,51748,3,1
25309,1,0,1,8,27,3,16,11000.0,59102,4,1
450,1,2,1,10,56,3,10,12000.0,50515,0,0
40523,1,0,2,5,25,1,5,12000.0,52815,4,0
5760,1,1,2,5,20,3,5,12000.0,57672,2,1
16847,1,0,2,3,20,1,3,15000.0,52815,2,1
32868,1,3,1,2,32,0,2,8000.0,43630,1,0
39416,0,2,1,2,25,1,2,8500.0,55494,4,0
41092,1,4,2,2,20,0,2,22000.0,48354,4,0
6362,1,0,1,14,51,0,14,20600.0,54624,4,0
23208,1,2,1,4,38,1,4,9800.0,49338,1,0
25533,1,0,1,10,38,1,10,25000.0,55133,0,0
33232,1,0,1,20,49,1,20,10000.0,49205,4,0
37933,1,2,1,5,27,3,5,10000.0,51794,2,0
26959,1,5,2,3,25,0,3,15000.0,55133,2,0
10309,1,2,2,6,26,0,6,12000.0,51449,4,0
1237,1,0,2,5,24,1,5,14000.0,53083,2,0
38316,1,0,1,1,27,3,1,10000.0,53054,1,0
33443,1,0,1,7,31,1,7,9500.0,66924,2,0
34853,1,2,1,5,49,2,10,150000.0,43032,1,0
10606,1,3,1,10,41,0,10,14500.0,47910,3,0
19471,1,2,1,7,36,0,7,10000.0,45107,1,0
39057,1,0,2,2,26,0,2,15000.0,48982,2,1
5196,1,2,1,5,29,1,5,12500.0,49079,2,0
6547,1,1,1,1,37,0,1,17000.0,57265,2,0
15014,1,3,1,15,42,3,15,10000.0,48430,1,0
32241,1,3,2,1,24,3,1,15000.0,55977,2,0
40841,1,2,1,7,35,0,7,12000.0,53939,4,0
19682,1,1,1,6,35,0,6,10500.0,44792,2,1
37866,1,2,1,6,36,3,6,14000.0,57136,1,0
8900,1,0,2,1,23,0,1,12000.0,50729,4,0
556,1,2,1,2,26,3,2,9000.0,53939,3,1
7508,1,3,1,10,38,0,10,16000.0,50515,2,0
23389,1,2,1,12,54,1,12,10000.0,52468,2,0
17259,1,2,1,23,51,3,23,17361.0,60809,0,0
22349,1,0,2,2,25,1,4,15000.0,61896,1,0
38715,1,0,1,2,26,1,2,10000.0,52963,2,1
42113,1,2,1,4,29,1,4,12000.0,47049,2,0
38968,1,2,1,35,59,1,35,25000.0,60504,0,1
38668,1,0,1,15,49,1,22,20000.0,50515,4,0
7582,1,6,1,25,54,0,25,22334.0,51794,0,0
38267,1,0,1,5,58,3,5,13500.0,64674,1,0
22509,1,2,1,20,53,0,20,20000.0,46613,0,0
8079,1,4,1,1,49,0,1,18000.0,32053,1,0
19034,1,1,2,4,21,1,4,12000.0,54624,4,1
5778,1,2,1,5,25,0,5,9000.0,45510,4,0
33880,1,0,1,36,55,0,36,48135.0,49574,0,0
35636,1,0,1,2,33,1,2,8000.0,45667,2,1
36522,1,0,1,5,29,0,5,12000.0,53254,2,0
34227,1,0,2,2,41,1,2,15000.0,44301,4,0
6440,1,2,2,1,23,0,1,15600.0,69131,2,0
33644,1,2,1,5,31,3,5,15000.0,55133,1,0
13512,1,0,1,25,52,0,25,24000.0,55568,1,1
36592,0,0,1,15,43,0,15,25000.0,55064,2,1
23971,1,0,2,1,22,1,4,12000.0,53306,4,0
12099,1,1,1,1,21,1,1,12000.0,56867,2,1
11365,1,2,1,3,51,1,3,12000.0,49804,2,0
15533,1,3,1,30,55,3,30,10000.0,50729,1,0
9629,1,0,1,2,19,0,2,12000.0,51027,2,1
11495,1,0,2,2,24,0,2,11000.0,48870,2,0
35799,1,0,1,2,43,3,2,10000.0,55133,2,0
25423,1,4,1,10,46,0,15,26876.0,55064,0,0
5440,1,0,1,2,35,1,5,11000.0,51794,2,0
38883,0,0,2,5,29,2,5,120000.0,60809,1,0
37381,1,0,2,3,26,3,3,12000.0,48430,2,0
10784,1,0,2,2,29,3,2,32000.0,48430,4,0
26885,1,0,2,3,25,0,3,11000.0,47006,2,1
3345,0,0,1,6,25,1,6,9000.0,48635,0,0
36568,1,4,2,1,19,0,1,7000.0,42802,3,0
2769,0,3,1,5,41,0,5,12000.0,50515,3,1
22827,1,0,2,5,22,0,10,15000.0,53939,1,0
41533,1,0,1,26,49,3,26,30000.0,55133,0,0
11227,1,3,1,1,39,0,1,20000.0,43032,2,0
18856,1,2,1,5,30,1,5,12000.0,52875,2,0
33831,1,1,2,5,24,3,5,10000.0,51794,2,0
12011,1,0,2,1,23,3,1,10000.0,44301,4,1
27601,1,3,1,2,20,3,2,10000.0,47578,2,0
8629,1,0,2,1,22,1,1,9000.0,57843,1,0
34645,1,0,1,5,40,0,5,15000.0,57498,2,1
13416,0,0,1,10,38,1,10,15000.0,47578,2,0
29651,1,2,2,1,22,3,1,12000.0,49205,2,0
14778,1,2,1,2,32,1,2,18000.0,60809,2,0
40016,1,2,1,1,31,0,1,12000.0,55977,2,0
32462,1,1,1,19,39,1,38,30000.0,44301,0,0
2309,1,6,1,2,30,3,4,10000.0,43032,3,1
40073,0,2,1,2,32,0,2,12000.0,60081,2,0
11537,1,1,1,1,23,0,1,12000.0,37946,2,0
36688,0,0,2,3,23,1,3,15000.0,50515,0,0
8914,1,3,1,2,33,1,5,40000.0,55064,2,0
26527,1,0,1,6,40,3,6,15000.0,50571,1,0
40023,1,2,1,6,33,0,6,16000.0,58494,2,1
42712,1,0,2,1,31,0,1,8500.0,36126,3,0
4182,1,0,2,2,20,3,2,7000.0,47578,1,0
21013,1,0,2,2,22,0,2,9500.0,48870,4,0
16551,1,0,1,2,40,1,2,10920.0,77049,2,0
26100,1,0,2,2,24,3,2,12000.0,47910,4,0
18195,1,1,1,2,28,0,6,12000.0,52875,4,1
13115,1,2,1,15,44,1,15,43398.0,48430,0,0
37577,1,2,1,5,41,3,5,15000.0,43032,2,0
1059,1,0,1,2,27,3,2,10000.0,53939,2,0
37474,1,4,1,10,28,0,10,30000.0,54624,0,0
41000,1,0,1,2,40,1,2,15000.0,50515,2,0
41924,1,1,1,4,31,2,4,28650.0,48080,1,0
3612,1,2,1,7,25,0,7,9000.0,48239,4,0
34846,0,4,1,20,42,3,20,12000.0,55133,0,0
20427,1,4,2,4,29,1,4,10000.0,51027,2,0
29276,1,2,1,5,35,3,5,8000.0,42745,2,1
32120,1,2,1,10,37,0,10,10000.0,40590,2,0
36243,1,0,1,5,23,1,5,15000.0,50515,0,1
7968,1,0,1,30,54,1,30,62452.0,59530,1,0
12655,1,0,1,6,33,3,6,18000.0,39027,1,0
19349,1,1,1,10,50,1,10,12000.0,51748,4,0
16631,1,0,2,2,22,1,2,15000.0,52875,2,0
11428,1,1,1,30,53,0,30,32000.0,52565,0,0
2367,1,2,2,3,23,3,8,11000.0,55133,2,1
1940,1,3,1,1,24,0,1,15000.0,57136,2,1
13427,1,0,1,1,36,1,2,27000.0,43032,2,0
16834,1,0,1,2,33,1,2,20000.0,61109,1,0
8679,1,0,1,8,36,1,8,35000.0,62043,2,0
27456,1,0,1,10,32,0,10,10000.0,33003,1,0
24591,0,0,2,1,23,1,1,12500.0,53958,2,0
36838,1,2,1,2,27,1,2,10000.0,51332,4,0
25418,1,4,2,5,29,1,7,10000.0,54624,2,0
12155,1,0,2,4,23,0,4,11000.0,51961,2,0
37595,1,2,0,20,49,3,20,10930.0,38739,0,0
4720,1,1,1,2,34,1,2,28000.0,50729,2,0
40056,1,2,1,6,26,0,11,10000.0,58417,2,1
2732,1,2,1,3,32,0,3,11447.0,39458,2,0
41236,1,2,1,4,31,0,14,21000.0,53939,4,1
13344,1,0,1,2,32,0,2,12000.0,45107,2,0
1063,1,0,2,2,21,0,2,12000.0,55890,4,0
11282,1,0,1,1,23,0,2,16000.0,51794,3,0
41781,1,2,1,1,34,3,1,20000.0,52875,1,1
7552,1,0,1,6,32,0,6,12000.0,52660,1,0
31680,1,0,2,2,21,3,2,13000.0,50729,4,0
23536,1,0,2,10,30,0,10,14500.0,59102,1,0
22879,1,0,1,20,39,1,20,35000.0,47910,0,0
36638,1,3,1,7,38,0,7,12500.0,54624,4,0
6228,1,0,2,1,23,1,1,12000.0,55133,0,0
28339,1,4,1,2,28,1,2,16500.0,61017,4,1
15281,0,1,1,5,29,0,5,11000.0,61605,1,0
23228,1,0,1,35,58,1,35,35000.0,51332,0,0
28819,1,4,1,10,53,3,20,12000.0,43032,2,1
28065,1,0,1,11,59,1,11,15000.0,58297,2,0
35091,1,0,2,4,28,1,4,20500.0,53043,2,0
15772,1,0,1,15,32,1,15,45000.0,38183,4,0
28417,1,1,1,13,48,1,13,35000.0,53939,1,0
33234,1,0,1,3,36,1,3,18000.0,41279,2,0
12738,1,0,2,4,36,0,4,22000.0,51332,2,0
11685,1,1,1,2,32,3,4,42000.0,53939,2,0
2428,1,2,1,4,39,1,10,18000.0,54624,2,0
8935,1,0,1,35,55,1,35,50000.0,52815,0,0
20826,1,3,1,5,34,1,5,19000.0,50515,1,0
18725,1,2,1,5,31,1,5,15600.0,52875,2,0
19327,1,1,1,3,21,1,3,10000.0,43032,2,0
35722,1,0,1,25,43,3,25,25000.0,43032,2,0
11125,1,0,1,10,39,1,10,25000.0,43630,3,0
40231,1,0,1,8,35,1,8,18000.0,60809,0,1
41810,0,0,2,3,23,1,3,15000.0,50515,1,0
28461,1,1,1,6,31,1,6,20000.0,41985,2,0
32158,1,1,2,2,24,0,2,10000.0,52565,2,0
40984,1,0,1,2,23,1,2,11000.0,55133,2,1
11833,1,0,1,44,59,3,44,30000.0,46613,0,0
33864,1,0,1,6,34,1,6,28000.0,53899,0,1
24287,1,0,2,2,24,3,2,9000.0,50515,2,0
23400,1,0,1,3,29,1,3,10000.0,56867,2,1
42571,0,1,1,2,33,1,2,14000.0,52591,2,0
22446,1,0,2,4,23,1,4,15000.0,58494,4,1
29322,1,3,1,7,32,0,7,11000.0,51332,3,0
9091,1,0,1,20,53,0,20,35000.0,59102,0,0
4198,1,2,1,20,53,1,20,42000.0,43032,0,0
4479,1,0,1,1,31,3,1,9500.0,52815,2,1
20847,1,0,1,10,40,0,10,15000.0,52875,2,0
25284,1,0,1,5,28,0,5,10000.0,41699,2,0
19443,0,2,1,3,37,1,3,11000.0,59223,4,0
31456,1,1,1,2,28,0,2,21000.0,59102,3,0
36523,1,0,1,6,33,0,6,15000.0,43032,2,0
17147,1,0,1,3,26,1,3,10000.0,43032,4,1
13987,1,0,1,15,28,0,15,13000.0,47865,2,0
